recommendationid,appid,game,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
78348574,10,Counter-Strike,russian,Топ Децтва! ,1603990523,1603990523,1,0,0,0.0,0,1,0,0,0,
78383147,10,Counter-Strike,russian,"Старушка контра 1.6,никогда не устареет,советую всем брать,сесть вечером и гамать.",1604043516,1604043516,1,0,1,0.0,0,1,0,0,0,
78393636,10,Counter-Strike,english,2010 legend,1604060703,1604060703,1,1,0,0.0,0,0,0,0,0,
78395029,10,Counter-Strike,english,Mechanics are more like valorant with longer recoil reset times than csgo  accuracy over spray control,1604062456,1696016671,1,1,0,0.0,0,1,0,0,0,
78428250,10,Counter-Strike,spanish,"nanana nada mejor que jugar con los cabros al 1,6 epico",1604101858,1604101858,1,0,0,0.0,0,1,0,0,0,
78448863,10,Counter-Strike,russian,"Ну такое, читов много",1604135233,1604135233,1,0,0,0.0,0,1,0,0,0,
78449726,10,Counter-Strike,latam,EL MEJOR JUEGO DE TODO STEAM!!!,1604136567,1604136567,1,0,0,0.0,0,1,0,0,0,
78450787,10,Counter-Strike,schinese,这游戏非常经典，也非常好玩，不过配置低的电脑运行时会闪退,1604138099,1604138099,1,0,0,0.0,0,1,0,0,0,
78462209,10,Counter-Strike,russian,игрушка заебись,1604152983,1604152983,1,0,0,0.0,0,1,1,0,0,
78481174,10,Counter-Strike,romanian,este un joc frumos relaxant  si merita jucat,1604172856,1604172856,1,0,0,0.0,0,1,0,0,0,
78483936,10,Counter-Strike,turkish,dayı mükemmel,1604176009,1604176009,1,0,0,0.0,0,1,0,0,0,
78490873,10,Counter-Strike,english,Misssköter sig hela jävla tiden och förolämpar minoriteter,1604184496,1604184496,0,0,0,0.0,0,0,0,0,0,
78535610,10,Counter-Strike,russian,Больше чем игра!,1604247026,1606634902,1,0,0,0.0,0,1,0,0,0,
78549370,10,Counter-Strike,russian,"Добрая, душевная классика 90х - нулевых годов. До сих пор играбельная с кучей серверов. Касаемо комьюнити, сейчас это взрослые дядьки минимум 20 лет. Очень рад был вернуться в эту кс.. Ну а теперь вернусь в кс-го",1604261091,1604261091,1,0,0,0.0,0,0,0,0,0,
78555580,10,Counter-Strike,spanish,Godines,1604268074,1604268074,1,0,0,0.0,0,1,0,0,0,
78572850,10,Counter-Strike,english,"Counter-Strike 1.6 is the Best game out there for sure, you cannot compare  it to CS GO or Source......",1604296011,1604296011,1,0,0,0.0,0,1,0,0,0,
78579798,10,Counter-Strike,latam,Mencanta,1604309083,1604309083,1,1,0,0.523809552192688,0,1,0,0,0,
78584348,10,Counter-Strike,russian,Лучшая игра !!,1604316399,1604316399,1,0,0,0.0,0,0,0,0,0,
78587135,10,Counter-Strike,czech,najlepsia hra,1604320392,1604320392,1,2,0,0.545454561710358,0,1,0,0,0,
78587972,10,Counter-Strike,schinese,15年了！！！,1604321548,1604321548,1,0,0,0.0,0,1,0,0,0,
78607813,10,Counter-Strike,russian,"Пожалуй лучшая в серии . Можно убить время , когда идёт установка какой-либо игры , можно просто зависнуть . Раньше играл 24/7 в неё , но разнообразие игр берёт своё . Онлайн отличный для игры , которая старше многих пользователей стим . Наградите , если не жалко :)",1604342949,1604342949,1,0,0,0.0,0,1,0,0,0,
78608711,10,Counter-Strike,spanish,Muy fácil.,1604343945,1604343945,1,3,0,0.52173912525177,0,0,0,0,0,
78622314,10,Counter-Strike,russian,Хороший олд скул),1604361900,1604361900,1,1,0,0.523809552192688,0,1,0,0,0,
78632168,10,Counter-Strike,english,the best FPS game forever,1604378349,1604378349,1,1,0,0.5,0,1,0,0,0,
78634306,10,Counter-Strike,turkish,"Csdurağı ve oyunyöneticisi server bulmak için daha iyi, burada çok az server var kendiniz internetten ip bulmanız gerekiyor",1604382247,1604382247,1,0,0,0.0,0,1,0,0,0,
78635774,10,Counter-Strike,russian,Классная игра своих времён!,1604385223,1604385223,1,0,0,0.0,0,0,0,0,0,
78637289,10,Counter-Strike,russian,ахуенная игра! ,1604388274,1604388274,1,1,0,0.523809552192688,0,1,0,0,0,
78647794,10,Counter-Strike,english,Childhood game 11/10,1604405481,1604405481,1,1,0,0.502230882644653,0,1,0,0,0,
78649418,10,Counter-Strike,english,The Legend of all FPS.,1604407713,1604407713,1,1,0,0.523809552192688,0,0,0,0,0,
78659739,10,Counter-Strike,russian,"Хорошая, легендарная игра всем советую",1604419577,1604419577,1,0,0,0.0,0,1,0,0,0,
78665338,10,Counter-Strike,english,Brings back memories ,1604425879,1604425879,1,0,0,0.0,0,1,0,0,0,
78695164,10,Counter-Strike,hungarian,A klasszikus mindent visz.,1604473829,1604473829,1,5,0,0.56521737575531,0,1,0,0,0,
78695218,10,Counter-Strike,russian,топ игра до сих пор играю)))),1604473960,1604473960,1,1,0,0.5,0,1,0,0,0,
78695661,10,Counter-Strike,russian,Заебись а не игра играю в нее с 2010 года,1604474952,1604474952,1,0,0,0.0,0,1,0,0,0,
78705055,10,Counter-Strike,russian,ЫШЫШЫШЫШЫШЫШУЕУЕУЕУ ЛАВЩШАОЩОЫВША,1604491900,1604491900,1,0,0,0.0,0,1,0,0,0,
78707955,10,Counter-Strike,brazilian,"Mesmo sendo antigo, continua sendo um dos melhores jogos de tiro/FPS",1604496265,1604496265,1,0,0,0.0,0,1,0,0,0,
78709281,10,Counter-Strike,spanish,"Un juego con más de 20 años, apto para cualquier PC, el mejor shooter que se pueda haber inventado.",1604498119,1604498119,1,4,0,0.523809552192688,0,1,0,0,0,
78710695,10,Counter-Strike,schinese,jindian,1604499992,1604499992,1,0,0,0.0,0,1,0,0,0,
78718490,10,Counter-Strike,turkish,CS:GO'dan daha zor,1604509929,1604509929,1,0,0,0.0,0,1,0,0,0,
78722889,10,Counter-Strike,brazilian,jogo muito bom pra quem nao consegue jogar CSGO,1604515621,1604515621,1,0,0,0.0,0,1,0,0,0,
78723294,10,Counter-Strike,russian,"Хороошая физика игры, все очень правдоподобно. Много интересных карт. Небольшие требования к ресурсам ПК",1604516141,1604516141,1,0,0,0.0,0,0,0,0,0,
78726211,10,Counter-Strike,brazilian,"Minha base, meu amor, sem vc n seria o que sou hoje. Obrigado por tudo!",1604519985,1604519985,1,1,0,0.523809552192688,0,1,1,0,0,
78737256,10,Counter-Strike,spanish,ABJKbgfj<bgj<dsbf hilnb fjdk gndjkf,1604536791,1604536791,1,0,0,0.0,0,0,0,0,0,
78739880,10,Counter-Strike,english,negur,1604541893,1604541893,0,0,0,0.0,0,1,0,0,0,
78756896,10,Counter-Strike,english,Still good in 2020,1604573827,1604573827,1,0,0,0.0,0,1,0,0,0,
78761581,10,Counter-Strike,russian,норм игра не платная игроки норм  ,1604580785,1604580785,1,0,0,0.0,0,0,0,0,0,
78770159,10,Counter-Strike,english,Game of the decade,1604591455,1604591455,1,0,0,0.0,0,1,0,0,0,
78773712,10,Counter-Strike,turkish,Bu oyunu oynayanın amına koyayım.,1604595535,1604595535,0,0,1,0.454545468091965,0,1,0,0,0,
78776510,10,Counter-Strike,spanish,"Un clásico como pocos, inoxidable. El fps competitivo por excelencia",1604598860,1637962442,1,0,0,0.0,0,1,0,0,0,
78795703,10,Counter-Strike,brazilian,O melhor de todos,1604624405,1604624405,1,0,0,0.0,0,1,0,0,0,
78808609,10,Counter-Strike,russian,Ваще топ.Всм советую,1604649736,1604649736,1,0,0,0.0,0,1,0,0,0,
78827439,10,Counter-Strike,tchinese,GOD LIKE,1604677856,1604677856,1,0,0,0.0,0,0,0,0,0,
78828448,10,Counter-Strike,spanish,"El clasico 1.6, si podes comprarlo hacelo, no seas raton",1604679024,1621060215,1,0,0,0.0,0,1,0,0,0,
78831821,10,Counter-Strike,english,.................,1604683095,1604683095,1,0,0,0.0,0,1,0,0,0,
78842392,10,Counter-Strike,english,"Clan XA's servers are the only good servers. Every other server falls to one of the following blunders: 1) Overbearing moderation (If I can't swear once in a blue moon without moderation getting on my tail in a game about literal terrorism, then I'm not going to play on that server.) 2) A million and one plugins, all serving no purpose besides a vanity that you can find in CS:GO 3) Just... not the same game man. (24/7 Servers, Zombie Survival, Deathmatch, etc.)",1604696192,1654649524,0,0,1,0.482954531908035,0,0,1,0,0,
78852278,10,Counter-Strike,brazilian,eh bom,1604710445,1604710445,1,0,0,0.0,0,1,0,0,0,
78853811,10,Counter-Strike,brazilian,CLAAAAAAAAAAAAAAASSICO,1604713015,1604713015,1,0,0,0.0,0,0,0,0,0,
78869740,10,Counter-Strike,hungarian,piffpaffpuff 2020-tól mindörökké! <3,1604740188,1604740188,1,0,0,0.0,0,1,0,0,0,
78869895,10,Counter-Strike,russian,"Просто самая лучше кс , она даже лучше   (CS:GO / CSS) Раньше эта игра была лишь в компьютерных клубах, а сейчас в нее можно спокойно поиграть , греет душу что такая игра даже спустя 19 лет эта игра остается лучшей, завтра ей исполнится 20 лет. Дата создания 8 ноября 2000 года.",1604740462,1604740462,1,0,0,0.476190477609634,0,1,0,0,0,
78903836,10,Counter-Strike,polish,Dobra gra.,1604782768,1604782768,1,0,0,0.0,0,1,0,0,0,
78904308,10,Counter-Strike,turkish,klasik cs 💶 numara,1604783359,1604783359,1,0,0,0.0,0,1,0,0,0,
78907346,10,Counter-Strike,polish,PiwPaw,1604787256,1604787256,1,0,0,0.0,0,1,0,0,0,
78907986,10,Counter-Strike,russian,Ништяк,1604788091,1604788091,1,0,0,0.0,0,1,0,0,0,
78909524,10,Counter-Strike,english,"Played this game to death, love it. A must play.",1604790172,1604790172,1,1,0,0.523809552192688,0,0,0,0,0,
78931866,10,Counter-Strike,russian,Всё кул),1604827843,1604827843,1,0,0,0.0,0,1,0,0,0,
78932995,10,Counter-Strike,russian,Игра класс!,1604829698,1604829698,1,0,0,0.0,0,1,0,0,0,
78936914,10,Counter-Strike,turkish,Happy birthday Counter Strike !!! doğum günün kutlu olsun muhtesem oyun beraber 20. yılımız bizim neslimize o kadar büyük ve güzel anılar bıraktın ki ! sana çok teşekkür ediyoruz  . internet cafe günlerimi hiç unutmuyorum bana çok güzel bir çocukluk anıları verdin. b4 2 07 07,1604835437,1604835437,1,1,0,0.0,0,1,0,0,0,
78937363,10,Counter-Strike,turkish,Grafik Aramıyorsan OYNA,1604836035,1604836035,1,0,0,0.0,0,1,0,0,0,
78942464,10,Counter-Strike,schinese,20年的青春,1604842633,1604842633,1,1,0,0.0,0,1,0,0,0,
78960886,10,Counter-Strike,spanish,juego a esto desde que tengo memoria y es hermoso,1604864550,1604864550,1,9,3,0.629629611968994,0,1,0,0,0,
78965122,10,Counter-Strike,spanish,👍👍,1604870222,1664453229,1,0,0,0.0,0,1,0,0,0,
78969001,10,Counter-Strike,russian,чисто расслабиться игра для олдскула ну или для тех кто хочет спомнить девство. мне понравилось больше чем сейчас кс но на 16 не делают обновление и тд.,1604876108,1604876108,1,0,0,0.481481492519379,0,1,0,0,0,
78970997,10,Counter-Strike,spanish,"Basicamente lo mejor que existio, claro despues del minecraft dea",1604879552,1604879552,1,0,0,0.0,0,1,0,0,0,
78983289,10,Counter-Strike,russian,Крутяк просто класс!!!!!,1604905040,1638095420,1,0,0,0.0,0,1,0,0,0,
78987614,10,Counter-Strike,english,fialovy nebe,1604914386,1604914386,1,0,0,0.0,0,1,0,0,0,
78996013,10,Counter-Strike,russian,zbs game,1604929045,1604929045,1,1,0,0.523809552192688,0,0,0,0,0,
79010173,10,Counter-Strike,latam,"Te gusta escuchar a un monton de personas peleando y gritando por un jueguito de disparos del 2000?, Entonces deberias comprar este juego!, Bueno ignorando eso... Este juego es un clasico, te recomendaria comprarte el paquete donde este viene junto al counter strike source y el condition zero 9/10",1604948153,1604948153,1,0,0,0.0,0,1,0,0,0,
79018946,10,Counter-Strike,spanish,excelente juego.,1604960208,1604960208,1,0,0,0.0,0,1,0,0,0,
79030947,10,Counter-Strike,spanish,Buenardo el mejor juegooo,1604981817,1604981817,1,0,0,0.0,0,1,0,0,0,
79032394,10,Counter-Strike,english,"Definitely a fun multiplayer game, especially with dedicated servers to hop onto.",1604984878,1604984878,1,0,0,0.0,0,0,1,0,0,
79039105,10,Counter-Strike,english,One point six!,1604999769,1604999769,1,1,0,0.523809552192688,0,1,0,0,0,
79051079,10,Counter-Strike,english,"A pretty nice game. Some of the bugs in the game have been turned into features and it just makes the game more interesting. The only issue is that the game has many cheaters, but most community servers have always had active staff to ban the cheaters.   This game is really good for gaming comunities with all its mods. I really reccommend it to others, even though its time has passed.",1605019297,1605019297,1,0,0,0.0,0,1,0,0,0,
79052249,10,Counter-Strike,russian,игра с детства топ игра,1605020821,1629550211,1,0,0,0.0,1,1,0,0,0,
79059774,10,Counter-Strike,hungarian,nagyon joooo sokannn :$,1605030057,1605030057,1,0,0,0.0,0,0,0,0,0,
79066233,10,Counter-Strike,english,i would,1605038082,1605038082,1,0,0,0.0,0,0,0,0,0,
79067216,10,Counter-Strike,russian,глобальное наступление на минималках  ,1605039362,1605039362,1,0,0,0.0,0,0,0,0,0,
79069548,10,Counter-Strike,turkish,Klasik Counter Strike Efsanesi. Çocukluğumun oyunlarından bir tanesi..,1605042339,1605042339,1,3,0,0.54356849193573,0,1,0,0,0,
79086986,10,Counter-Strike,russian,Говно игра ,1605074985,1605074985,1,1,1,0.523809552192688,0,0,1,0,0,
79090466,10,Counter-Strike,turkish,So goooood :)),1605082802,1605082802,1,0,0,0.0,0,1,0,0,0,
79092306,10,Counter-Strike,russian,Игра норм ,1605086686,1605086686,1,0,0,0.0,0,1,0,0,0,
79096322,10,Counter-Strike,russian,лучшая игра в свое время,1605094477,1605094477,1,0,0,0.0,0,1,0,0,0,
79097830,10,Counter-Strike,japanese,シューティングゲームは非常にクールです、私は本当にそれ,1605097205,1605097205,1,1,0,0.523809552192688,0,0,0,0,0,
79105006,10,Counter-Strike,russian,"О боги, игра которую не забудет всё комюнити любителей шутеров. Актуальна до сих пор.",1605107655,1605107655,1,0,0,0.0,0,0,0,0,0,
79128144,10,Counter-Strike,english,"This game is pretty damn good. Well worth it.  Plus, virtually no hackers unlike CS:GO",1605143300,1605143300,1,0,0,0.0,0,1,0,0,0,
79163355,10,Counter-Strike,romanian,"Pot discuta pe tema asta,Dar joaca ok.hai sa cautamm altceva sincere ",1605208576,1605208576,1,0,0,0.0,0,0,0,0,0,
79179793,10,Counter-Strike,latam,"Excelente juego, recomendado a todo publico, un clasico, de clasicos",1605238183,1605238183,1,0,0,0.0,0,1,0,0,0,
79186015,10,Counter-Strike,russian,"Не знаю, что вы нашли в этой старой игре, с отстойной графикой. На пару минут зайти, поиграть можно.",1605253059,1605253059,1,1,0,0.513513505458832,1,0,0,0,0,
79189329,10,Counter-Strike,hungarian,Cel mai bun Joc ! recomand,1605260150,1605260150,1,0,0,0.0,0,1,0,0,0,
79198541,10,Counter-Strike,brazilian,"Me fez relembrar minha infância quando jogava nas famigeradas lan houses, continua muito divertido!",1605275395,1605275395,1,0,0,0.0,0,1,0,0,0,
79202532,10,Counter-Strike,english,We've improved a lot since this one.,1605280872,1605280872,1,0,0,0.0,0,1,0,0,0,
79204328,10,Counter-Strike,turkish,"Çocukken internet kafeye gittiğimiz zaman direk cs açardık. Ben pek adam vuramazdım. Genelde hep sonuncu olurdum. O zamanlar evde bilgisayar olmadığı için kendimi geliştiremezdim. Zaten çoğu kişide bilgisayar yoktu ama arkadaşlar benden hep iyi oynardı. Okulda tören(23 nisanda oyunlar oynandığı zaman) yada kermes olduğu zamanlar gizlice kaçar internet kafeye giderdik. Bizim gibi birçok kaçan olurdu ve masanın boşalması için sıra beklerdik. Bazen müdür ve öğretmenler baskına gelirdi zar zor kaçardık. Haftasonu site arkadaşlarıyla cs atmaya gittiğimiz zaman annelerimiz baskın yapar bizi yakaladığı zaman döverdi. Sebebi internet kafelerde uyuşturucu verilmesiymiş. Allahtan o tarz şeylere bulaşmadım ve hiç uyuşturucu olayı görmedim. Her ne kadar csyi pek beceremesemde çocukluğumuzda güzel hatıralar bıraktı, güzel zamanlar geçirtti. O yüzden teşekkürler Valve..",1605283248,1606328360,1,97,10,0.882374107837677,0,1,0,0,0,
79206905,10,Counter-Strike,ukrainian,Ето класика!,1605286594,1605286594,1,0,0,0.0,0,1,0,0,0,
79211267,10,Counter-Strike,russian,хах,1605292539,1605292539,1,0,0,0.0,0,1,0,0,0,
79213524,10,Counter-Strike,russian,не забувайте!!!!!!!!,1605295524,1605295524,1,1,0,0.52173912525177,0,1,0,0,0,
79229977,10,Counter-Strike,brazilian,"--Gráficos-- ☑ Paint.exe ☐ Não olhe demais para isso ☐ Péssimo ☐ Decente ☐ Bom ☐ Maravilhoso ☐ Você esquece o que é a realidade  --Gameplay-- ☑durassa ☐ Ridiculamente horrível ☐ Era melhor ter ido ver o filme do Pelé ☐ Ruim ☐ Nem bom, nem ruim... ☐ Bom ☐ Maravilhoso  --Áudio/Músicas-- ☑ Jogue mutado ☐ Alguém raspando a colher no prato é melhor que isso ☐ Nada mal ☐ Bom ☐ Perfeito ☐ É o som mais realista que tu vai ver na sua vida  --Game Feito por-- ☐ MALUCOS ☐ Crianças ☐ Adultos ☐ Humanos ☐ Lagartos ☑ Aliens  --Requerimentos-- ☑Moeda com tela ☐ Verifique se você pode executar o Paint ☐Ferrari com motor de fusca ☐ Quebra Galho ☐ Decente ☐ PC da NASA  --Dificuldade-- ☐ Mais fácil que tirar doce de criança ☐ Fácil ☐ Fácil de aprender/Difícil de dominar ☐ Requer um uso significativo do cérebro ☐ Difícil ☑ Dark Souls (se os cara começar a duckar)  --História-- ☑ História? Que História? ☐ História sem nexo algum ☐ Meia boca ☐ Bom ☐ Perfeito ☐ Simplesmente fantástica  --Tempo de Jogo-- ☐ Tempo suficiente para uma xícara de café ☐ Curto ☐ Mediano ☐ Mais ou menos o tempo total da trilogia de Senhor dos Anéis ☑Para o infinito e além ☐não zerei ainda  --Preço/Loja-- ☐ É melhor você queimar o seu dinheiro do que comprar isso ☐ Não recomendado ☐ Se você tiver algum dinheiro sobrando ☑ Vale o preço ☐ É free praticamente  --Bugs-- ☐ Nunca nem vi ☑ Pequenos bugs mas nada que atrapalhe ☐ Você vai ficar irritado o suficiente pra dar Rage Quit ☐ O jogo em si é um grande terrário para bugs ☐ ARK: Survival Evolved  --COMPENSA COMPRAR?-- ☐ De jeito nenhum! ☐ Não compensa ☐ Melhor esperar uma sale ☑ Compensa  Mesmo que eu tenha avaliado desse jeito o jogo é bom kkkkk",1605322571,1606872417,1,0,0,0.0,0,1,0,0,0,
79242463,10,Counter-Strike,russian,"Оригинальная кс 1.6 хорошая игра для отачения своей реакции ! Станете про здесь значит стане про во всех шутерах , сам не верил пока играть не научился теперь осваивать другие шутеры мне на много удобнее ! Всем советую!",1605347370,1605347370,1,0,0,0.0,0,1,0,0,0,
79280406,10,Counter-Strike,latam,El clasico de los clasicos,1605400669,1607219757,1,0,0,0.0,0,1,0,0,0,
79316343,10,Counter-Strike,russian,раньше с нее почти не вылазил  ,1605458993,1605458993,1,1,0,0.523809552192688,0,1,0,0,0,
79338808,10,Counter-Strike,german,supi :),1605495119,1605495119,1,0,0,0.0,0,0,0,0,0,
79345749,10,Counter-Strike,polish,Klasyka gatunku ;D,1605511694,1605511694,1,0,0,0.0,0,1,0,0,0,
79357050,10,Counter-Strike,english,very fan game i very enjoy it,1605533711,1605533711,1,0,0,0.0,0,1,0,0,0,
79360191,10,Counter-Strike,polish,Nigdy się nie znudzi :P Jailbreak jest kozacki *POW* ,1605538239,1605538239,1,0,0,0.0,1,1,0,0,0,
79367328,10,Counter-Strike,brazilian,muito foda melhor jogo do mundo,1605549058,1605549058,1,0,0,0.0,0,1,0,0,0,
79389742,10,Counter-Strike,spanish,"q wea mas divertida y dificil, piola",1605569007,1605569007,1,1,0,0.523809552192688,0,0,0,0,0,
79403328,10,Counter-Strike,russian,настальгия  ,1605600156,1605600156,1,0,1,0.0,0,1,0,0,0,
79431244,10,Counter-Strike,spanish,messirve,1605646638,1605646638,1,1,0,0.523809552192688,0,1,0,0,0,
79431826,10,Counter-Strike,english,NOICE ,1605647577,1605647577,1,0,0,0.0,0,1,0,0,0,
79445793,10,Counter-Strike,english,may be old but still one of the best games of all time,1605676775,1605676775,1,0,0,0.0,0,1,0,0,0,
79468378,10,Counter-Strike,romanian,foarte bun !!!,1605717989,1605717989,1,0,0,0.0,0,0,1,0,0,
79472504,10,Counter-Strike,turkish,ohannes,1605723995,1605723995,1,0,0,0.0,0,1,0,0,0,
79475708,10,Counter-Strike,english,"Better than csgo, I'm in.",1605728441,1605728441,1,0,0,0.0,0,1,0,0,0,
79491925,10,Counter-Strike,spanish,"es genial, invito a todos a probar este maravilloso y clasico juego, ademas de que va fluido y rapido, no requiere de muchos requisitos y eso es lo mejor, ademas de una variedad de servidores donde se puede pasar el rato y mejorar nuestras habilidades jugando.",1605760188,1605760188,1,0,0,0.0,0,1,0,0,0,
79501912,10,Counter-Strike,russian,"Легенда жила, живёт и будет жить!",1605783663,1605783663,1,0,0,0.0,0,1,0,0,0,
79535145,10,Counter-Strike,spanish,Hace falta decir algo sobre este juego?,1605839755,1605839755,1,0,0,0.0,0,1,0,0,0,
79546209,10,Counter-Strike,english,WHO THE HELL WOULD NOT RECOMMEND COUNTER STRIKE?!?!?,1605865734,1605865734,1,2,0,0.53125,0,0,0,0,0,
79546766,10,Counter-Strike,russian,"Ну тут говорить не о чём. Игра легенда. Покупая эту игру будьте готовы к: 1) Дяденькам на сервере с голосом маньяка xD 2) Флешкам которые слепят тебя даже если ты отвернулся 3) Реально скилловым пацанам на пабликах 4) Зайдя на дезран,зм,бхоп и т.д будьте готовы услышать ор неадыкватных первоклашек xD Короче это всё добавляет изюминки этой игре, советую покупать любителям серии counter strike.",1605866881,1605866881,1,0,0,0.0,0,1,0,0,0,
79568272,10,Counter-Strike,english,Best Game :D <3 OLD BUT GOLD <3,1605900181,1606335140,1,1,0,0.523809552192688,0,1,1,0,0,
79575154,10,Counter-Strike,russian,"потому что  .| : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : :”-', ...\ : : : : : : : : : :': : : : : : : : : : : : : :~,,: : : : : : : : : “~-', ... : : : : : : : : : : :: /: : : : : : : : : : : : : : : “,: : : : : : : : : : :,~, ... .: : : : : : : : : : :|: : : : : : : : :. : : : : : : : : : : : : : : : : : : :”-, ... ...: : : : : : : : : : : : : : : : : : ( O ) : : : : : : : : : : : : : : : : : : : : '. ... ... .\ : : : : : : : : : '': : : : : : : :""*"": : : : : : : :|: : : : : : : : : : : : : : : |0) ... ... ...\ : : : : : : : : : ': : : : : : : : : : : : : : : :/: : : : : : : : : : : : : : : /"""" ... ... .....\ : : : : : : : : : : : : : : : : : : : : : : ,-“: : : : : : : : : : : : : : : :/ ... ... ... ...\ : : : : : : : : : : : : : : : : : : ="" : : : : : ',_.: : : : : : : :,-“ ... ... ... ... ,: : : : : : : : : : :""”'~---~”"" : : : : : : : : : : : : = :""”~~ '",1605910537,1605910537,1,0,0,0.0,0,0,0,0,0,
79580465,10,Counter-Strike,polish,Boom Shakalaka,1605919854,1605919854,1,0,0,0.0,0,1,0,0,0,
79580525,10,Counter-Strike,spanish,eeeeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1605919947,1605919947,1,0,0,0.0,0,1,0,0,0,
79595844,10,Counter-Strike,schinese,童年一直玩的游戏就是cs1.6，当时还很小不知道什么steam，就是在网上下的盗版的，先是玩了半天单机的，后来发现居然还有服务器可以跟真人玩，然后就开始上瘾了，先是索赔的越狱服死跑服啥的，慢慢学越狱的玩法，规则，当时特别上瘾，还有kz，看到别人旋转跳连跳自己也想学，然后就各种上网查啊，搜啊，然后在游戏里练，这一练就是两年，就一直沉迷于跑图的成就感，无法自拔了，直到现在玩csgo打竞技，还是喜欢没事滚轮bhop几步路，就是单纯的忍不住bhop2333 可惜了，现在这个游戏的服务器也越来越少了，虽然还是有很多爱好者在支持着，或者自己创服务器，但总归是很难有以前那种感觉了，玩的人也越来越少了，也许这就是时代的变迁吧,1605950601,1605950601,1,115,14,0.900957822799683,0,1,0,0,0,
79599000,10,Counter-Strike,russian,"зашел, всплакнул ))0",1605955949,1606423755,1,1,0,0.523809552192688,0,1,0,0,0,
79600340,10,Counter-Strike,russian,Прекрасная игра... больше нечего сказать. ,1605958194,1605958194,1,0,0,0.0,0,1,0,0,0,
79600494,10,Counter-Strike,english,"spend a lot time in this, as non-steam too can be 7K hours",1605958431,1607119258,1,0,0,0.410447776317596,0,0,0,0,0,
79601831,10,Counter-Strike,german,keine lust mehr ,1605960486,1605960486,0,0,0,0.0,0,1,0,0,0,
79607566,10,Counter-Strike,polish,csadyba.pl,1605968564,1605968564,1,0,0,0.0,0,0,0,0,0,
79610444,10,Counter-Strike,russian,Игра сдохла примите это,1605972093,1605972093,0,0,0,0.452674865722656,0,0,0,0,0,
79620729,10,Counter-Strike,russian,"То же самое что кс го, только адекватнее (наверное).",1605985665,1606650217,1,0,0,0.0,0,1,0,0,0,
79631623,10,Counter-Strike,spanish,Demasiado bueno el juego <3,1606001409,1606001409,1,1,0,0.523809552192688,0,1,0,0,0,
79646982,10,Counter-Strike,turkish,baya sarıyo tavsiye ederim ,1606031145,1606031145,1,0,0,0.0,0,1,0,0,0,
79681290,10,Counter-Strike,spanish,Lo mejor de la vida.,1606081929,1606081929,1,0,0,0.0,0,1,0,0,0,
79691946,10,Counter-Strike,latam,"Un juego sobrevalorado, el juego no esta mal, pero su comunidad es toxica, a pesar de eso, es un buen juego, perfecto para jugar con amigos y recordar viejos tiempos.",1606103960,1606103960,1,0,0,0.0,0,1,0,0,0,
79693181,10,Counter-Strike,spanish,un juego que nunca pasara de moda,1606106729,1606106729,1,0,0,0.0,0,1,0,0,0,
79701227,10,Counter-Strike,schinese,为什么没有了陈启泰？？？就是那个绿衣服斯斯文文戴眼镜的恐怖分子。,1606124961,1606627673,1,0,0,0.0,0,1,0,0,0,
79724771,10,Counter-Strike,russian,Треба чітерів знищувати!,1606163111,1606163111,1,0,0,0.0,0,1,0,0,0,
79725422,10,Counter-Strike,russian,сервера лагают я ебал рот,1606164185,1606164185,0,0,0,0.0,0,1,0,0,0,
79743185,10,Counter-Strike,schinese,盗版 ,1606202677,1606202677,0,1,9,0.331887722015381,0,1,0,0,0,
79747023,10,Counter-Strike,russian,"Классическая классика с классическим управлением, с классическим управлением и с классическим интерфейсом вместе с классической графикой и классическим коммьюнити.",1606211024,1606211024,1,1,0,0.523809552192688,0,1,0,0,0,
79760972,10,Counter-Strike,polish,Koks,1606234535,1606234535,1,1,0,0.523809552192688,1,0,0,0,0,
79769150,10,Counter-Strike,russian,Даже для данного времени игруха очень хороша,1606246127,1606246127,1,0,0,0.0,0,1,0,0,0,
79784010,10,Counter-Strike,russian,"Лучшая командная игра в жанре шутер, своего времени. Множество различных серверов, помимо классики: зомби, различная нечисть, bhop, KZ, surf и т.д. Можно смело заявить, что благодаря этой игре, началась, или стала сильно развиваться игровая, соревновательная индустрия. Олды помнят, уважают, и дают братскую пятюню 🤜🤛",1606274403,1606274403,1,1,0,0.519685029983521,0,0,0,0,0,
